y__abs_energy,y__quantile__q_0.9,y__quantile__q_0.8,y__quantile__q_0.7,y__quantile__q_0.6,y__quantile__q_0.4,y__quantile__q_0.3,y__quantile__q_0.2,y__quantile__q_0.1,y__sum_values,y__minimum,y__mean,y__maximum,"y__fft_coefficient__coeff_0__attr_""real""","y__fft_coefficient__coeff_0__attr_""abs""","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10",y__median,y__range_count__max_1__min_-1,y
0.06520872959999999,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.25536,0.09904892527998777,0.04952446263999388,0.15661010183829616,0.07003816673471899,0.25536,1.0,0.271487
0.07370519116899997,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.271487,0.10530425899705527,0.052652129498527635,0.1665006528734865,0.07446135562464229,0.271487,1.0,0.257629
0.066372701641,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.257629,0.09992902400907724,0.04996451200453862,0.15800166011316732,0.07066049051417184,0.257629,1.0,0.218868
0.047903201424,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.218868,0.08489442425665868,0.04244721212832934,0.13422987064984415,0.06002942307681108,0.218868,1.0,0.19919
0.0396766561,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.19919,0.07726173021037266,0.03863086510518633,0.12216152171510895,0.05463229335796005,0.19919,1.0,0.205773
0.042342527528999994,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.205773,0.0798151413754657,0.03990757068773285,0.12619881925740806,0.056437827707954774,0.205773,1.0,0.195629
0.038270705641,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.195629,0.07588049108552132,0.03794024554276066,0.11997759090117498,0.0536556098063375,0.195629,1.0,0.214018
0.045803704324,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.214018,0.08301320837473533,0.041506604187367666,0.13125540717116413,0.05869920256982726,0.214018,1.0,0.238997
0.057119566008999985,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.238997,0.0927020519859854,0.04635102599299271,0.1465748140235247,0.06555024958919814,0.238997,1.0,0.2274
0.05171076,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.0882038126905906,0.0441019063452953,0.13946247320656546,0.062369514080024675,0.2274,1.0,0.195634
0.038272661956,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.195634,0.07588243048333775,0.037941215241668866,0.1199806573583695,0.053656981167684914,0.195634,1.0,0.202559
0.041030148480999985,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.202559,0.07856849645907361,0.039284248229536814,0.12422770057277348,0.0555563166338422,0.202559,1.0,0.188894
0.035680943236000004,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.188894,0.07326812222680924,0.03663406111340462,0.1158470730601626,0.05180838607138162,0.188894,1.0,0.19598
0.0384081604,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.19598,0.07601663681223371,0.038008318406116855,0.12019285619622995,0.053751879372925394,0.19598,1.0,0.195773
0.038327067529,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.195773,0.0759363457426341,0.03796817287131705,0.12006590486837705,0.053695105013142785,0.195773,1.0,0.222308
0.049420846864,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.222308,0.08622872995435275,0.043114364977176384,0.13633959319967084,0.06097291968382641,0.222308,1.0,0.21550500000000006
0.04644240502500002,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.21550500000000006,0.08358998528533743,0.04179499264266871,0.13216737154081307,0.05910704543454583,0.21550500000000006,1.0,0.214944
0.046200923136,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.214944,0.08337238485033556,0.04168619242516778,0.1318233150435884,0.05895317869136685,0.214944,1.0,0.220641
0.04868245088099999,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.220641,0.08558213472235973,0.042791067361179866,0.13531723637101936,0.06051570781060124,0.220641,1.0,0.219205
0.048050832025,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.219205,0.0850251396694851,0.04251256983474255,0.13443654986475453,0.06012185283162625,0.219205,1.0,0.225702
0.050941392804,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.225702,0.08754519319213579,0.043772596596067886,0.13842110434330798,0.0619037997664456,0.225702,1.0,0.219185
0.048042064224999986,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.219185,0.08501738207821945,0.042508691039109724,0.13442428403597645,0.06011636738623662,0.219185,1.0,0.246123
0.060576531129,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.246123,0.0954660817539412,0.047733040876970605,0.15094512881714822,0.06750471378152116,0.246123,1.0,0.241112
0.058134996544000006,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.241112,0.0935224172623293,0.04676120863116465,0.14787192541680474,0.06613033543915088,0.241112,1.0,0.245001
0.06002549000100001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.245001,0.09503088088393752,0.04751544044196876,0.15025701582269896,0.06719698029516327,0.245001,1.0,0.25302
0.06401912039999999,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.25302,0.09814128710190516,0.04907064355095258,0.1551749998712629,0.06939636962413298,0.25302,1.0,0.24964
0.0623201296,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.24964,0.09683025417800807,0.048415127089004036,0.15310207480777044,0.06846932935328655,0.24964,1.0,0.244863
0.059957888769,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.244863,0.09497735350420444,0.04748867675210221,0.15017238160413032,0.06715913072197485,0.244863,1.0,0.242867
0.058984379689,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.242867,0.09420314589589124,0.04710157294794562,0.14894825189207972,0.06661168327209037,0.242867,1.0,0.24728000000000006
0.06114739840000001,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.24728000000000006,0.09591485840865983,0.04795742920432992,0.15165470701195913,0.06782204679731092,0.24728000000000006,1.0,0.249963
0.06248150136900001,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.249963,0.09695553927694857,0.048477769638474284,0.15330016794253615,0.06855791929632897,0.249963,1.0,0.242385
0.058750488225,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.242385,0.09401618794638876,0.04700809397319438,0.14865264541852846,0.06647948403820042,0.242385,1.0,0.236772
0.05606097998399999,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.236772,0.09183901995768036,0.04591950997884019,0.1452102405719653,0.06493999378960247,0.236772,1.0,0.248457
0.061730880849,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.248457,0.09637139265464413,0.048185696327322065,0.15237655103554806,0.06814486525849027,0.248457,1.0,0.264961
0.070204331521,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.264961,0.10277295696706938,0.05138647848353469,0.16249831294320488,0.072671454794008,0.264961,1.0,0.256042
0.06555750576399999,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.256042,0.09931345914214687,0.049656729571073435,0.1570283665996281,0.07022522042250517,0.256042,1.0,0.264975
0.07021175062500001,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.264975,0.10277838728095537,0.051389193640477684,0.16250689902334953,0.07267529460578072,0.264975,1.0,0.224744
0.050509865536,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.224744,0.08717360457051053,0.04358680228525527,0.1378335711448388,0.06164104693228261,0.224744,1.0,0.221326
0.048985198276000015,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.221326,0.0858478322232087,0.04292391611160435,0.135737341006668,0.060703584315195874,0.221326,1.0,0.229471
0.052656939841000006,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.229471,0.08900711126615002,0.044503555633075016,0.14073259977653374,0.06293753195012024,0.229471,1.0,0.211934
0.044916020356000015,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.211934,0.08220486736485326,0.04110243368242663,0.12997730781249006,0.05812761916022845,0.211934,1.0,0.230837
0.053285720569,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.230837,0.08953695474959482,0.04476847737479741,0.1415703558820754,0.06331218787023155,0.230837,1.0,0.225868
0.051016353424,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.225868,0.0876095811996408,0.0438047905998204,0.13852291072216588,0.06194932896317947,0.225868,1.0,0.23227
0.05394935289999999,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.23227,0.09009278616377958,0.04504639308188979,0.14244920251402354,0.0637052200323981,0.23227,1.0,0.239089
0.057163549921000006,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.239089,0.09273773690580746,0.04636886845290373,0.14663123683590382,0.06557548263799041,0.239089,1.0,0.244771
0.059912842441000015,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.244771,0.09494166858438237,0.047470834292191184,0.15011595879175124,0.06713389767318259,0.244771,1.0,0.236543
0.055952590848999985,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.236543,0.09175019553768853,0.04587509776884426,0.1450697968324565,0.06487718543989128,0.236543,1.0,0.236286
0.05583107379600001,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.236286,0.09165051048992476,0.04582525524496239,0.14491218093265842,0.06480669746663463,0.236286,1.0,0.234656
0.055063438336000005,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.234656,0.09101826680177323,0.045509133400886616,0.14391251588724635,0.06435963366738026,0.234656,1.0,0.233714
0.05462223379599999,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.233714,0.09065288425316048,0.04532644212658024,0.14333479535179966,0.06410126918952896,0.233714,1.0,0.241708
0.058422757264,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.241708,0.09375359348204608,0.04687679674102303,0.14823744711439105,0.06629380171176168,0.241708,1.0,0.249808
0.062404036864,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.249808,0.09689541794463966,0.04844770897231983,0.15320510776950616,0.06851540709455939,0.249808,1.0,0.241583
0.058362345889,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.241583,0.09370510853663566,0.04685255426831783,0.14816078568452815,0.06625951767807653,0.241583,1.0,0.234779
0.055121178840999985,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.234779,0.09106597598805703,0.045532987994028516,0.14398795073423146,0.06439336915652644,0.234779,1.0,0.235298
0.055365148804,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.235298,0.09126728548140099,0.0456336427407005,0.14430624899102215,0.06453571646438719,0.235298,1.0,0.252644
0.06382899073599999,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.252644,0.09799544438611067,0.048997722193055336,0.15494440229023534,0.06929324325080806,0.252644,1.0,0.245127
0.060087246129000016,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.245127,0.09507975370891117,0.047539876854455584,0.15033429054400074,0.0672315386011179,0.245127,1.0,0.236775
0.056062400625000015,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.236775,0.09184018359637024,0.04592009179818512,0.14521208044628206,0.06494081660641092,0.236775,1.0,0.237278
0.05630084928400001,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.237278,0.09203528701670166,0.04601764350835083,0.1455205660400503,0.06507877555795996,0.237278,1.0,0.232277
0.053952604729000014,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.232277,0.09009550132072258,0.04504775066036129,0.1424534955540959,0.06370713993828449,0.232277,1.0,0.218795
0.047871252025,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.218795,0.08486610904853902,0.0424330545242695,0.13418510037480424,0.06000940120113895,0.218795,1.0,0.205282
0.042140699524000014,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.205282,0.07962469250989368,0.03981234625494684,0.12589769316090665,0.056303160023639526,0.205282,1.0,0.201159
0.040464943281,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.201159,0.0780254650704772,0.0390127325352386,0.12336909255830915,0.05517233545656853,0.201159,1.0,0.224888
0.050574612544,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.224888,0.0872294592276233,0.04361472961381165,0.13792188511204084,0.06168054213908791,0.224888,1.0,0.218333
0.047669298889,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.218333,0.0846869086903022,0.0423434543451511,0.13390175973003102,0.059882687412638635,0.218333,1.0,0.21377
0.045697612900000004,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.21377,0.08291701424304113,0.04145850712152056,0.13110331089431615,0.058631183046995924,0.21377,1.0,0.21758400000000006
0.04734279705600001,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.21758400000000006,0.08439638689740311,0.042198193448701564,0.1334424044422926,0.05967725748279722,0.21758400000000006,1.0,0.212612
0.045203862544,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.212612,0.08246784970875923,0.04123392485437962,0.13039311940806636,0.0583135757589367,0.212612,1.0,0.233647
0.054590920609,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.233647,0.0906268963224205,0.04531344816121025,0.1432937048253931,0.06408289294747373,0.233647,1.0,0.241558
0.058350267364,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.241558,0.09369541154755358,0.04684770577377679,0.14814545339855556,0.06625266087133949,0.241558,1.0,0.239891
0.057547691881,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.239891,0.09304881631556056,0.04652440815778028,0.1471230965699041,0.06579544899811432,0.239891,1.0,0.232669
0.054134863561000016,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.232669,0.09024755010952958,0.04512377505476479,0.1426939057981459,0.06381465466792112,0.232669,1.0,0.221429
0.049030802040999986,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.221429,0.08588778381822686,0.04294389190911343,0.135800510024875,0.06073183435895242,0.221429,1.0,0.250866
0.06293374995599997,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.250866,0.09730579452259323,0.04865289726129662,0.15385397011186566,0.06880558715567049,0.250866,1.0,0.229221
0.052542266841,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.229221,0.08891014137532924,0.04445507068766462,0.14057927691680802,0.06286896388274994,0.229221,1.0,0.209097
0.04372155540899999,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.209097,0.08110445304381891,0.040552226521909464,0.12823740000032194,0.057349508731710276,0.209097,1.0,0.184368
0.033991559424,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.184368,0.07151257932338967,0.035756289661694834,0.11307131600768715,0.05056702977970971,0.184368,1.0,0.187757
0.035252691049,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.187757,0.07282710316335629,0.03641355158167815,0.11514976069412974,0.0514965385009815,0.187757,1.0,0.203464
0.041397599296,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.203464,0.07891952746384487,0.039459763731922434,0.1247827293249808,0.055804533037722696,0.203464,1.0,0.206292
0.042556389264,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.206292,0.08001645086880968,0.04000822543440483,0.12651711751419878,0.056580175015815526,0.206292,1.0,0.185444
0.034389477136,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.185444,0.07192993773348234,0.03596496886674117,0.11373121759594687,0.050862146741671485,0.185444,1.0,0.195754
0.038319628516,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.195754,0.07592897603093171,0.037964488015465855,0.12005425233103785,0.05368989384002264,0.195754,1.0,0.192078
0.036893958084,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.192078,0.07450313075630283,0.03725156537815141,0.11779979300163007,0.052681668977409765,0.192078,1.0,0.194848
0.037965743104,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.194848,0.07557755714659717,0.03778877857329858,0.11949861028739164,0.053441403163872685,0.194848,1.0,0.212543
0.045174526849,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.212543,0.08244108601889269,0.041220543009446345,0.13035080229878204,0.0582946509723425,0.212543,1.0,0.217354
0.047242761316,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.217354,0.08430717459784798,0.04215358729892399,0.1333013474113449,0.05961417486081655,0.217354,1.0,0.228585
0.052251102224999985,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.228585,0.08866344997308115,0.044331724986540574,0.1401892235616656,0.06269452671935989,0.228585,1.0,0.239889
0.057546732321,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.239889,0.09304804055643398,0.04652402027821699,0.14712186998702628,0.06579490045357536,0.239889,1.0,0.244466
0.059763625155999985,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.244466,0.094823365317581,0.047411682658790505,0.1499289049028858,0.06705024463099081,0.244466,1.0,0.221172
0.04891705358399999,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.221172,0.08578809877046308,0.04289404938523154,0.1356428941250769,0.060661346385695765,0.221172,1.0,0.221062
0.04886840784399999,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.221062,0.08574543201850192,0.042872716009250966,0.13557543206679756,0.06063117643605283,0.221062,1.0,0.233616
0.054576435456,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.233616,0.09061487205595872,0.04530743602797936,0.1432746927907871,0.0640743905071198,0.233616,1.0,0.228833
0.052364541888999985,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.228833,0.08875964410477538,0.044379822052387684,0.14034131983851358,0.06276254624219123,0.228833,1.0,0.228827
0.052361795929000005,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.228827,0.08875731682739567,0.044378658413697834,0.14033764008988014,0.06276090060857435,0.228827,1.0,0.232955
0.05426803202500001,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.232955,0.09035848366462856,0.04517924183231428,0.1428693071496722,0.06389309653699274,0.232955,1.0,0.23501
0.0552297001,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.23501,0.09115557616717546,0.04557778808358773,0.14412962105661806,0.0644567260507766,0.23501,1.0,0.236414
0.055891579395999993,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.236414,0.09170015907402498,0.0458500795370125,0.144990682236838,0.0648418043171282,0.236414,1.0,0.244352
0.059707899904,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.244352,0.09477914704736673,0.04738957352368337,0.14985898967885086,0.06701897759226996,0.244352,1.0,0.232522
0.054066480483999986,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.232522,0.09019053181372694,0.04509526590686347,0.1426037519566271,0.06377433664430737,0.232522,1.0,0.231252
0.053477487503999985,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.231252,0.08969792476835732,0.04484896238417867,0.14182487182922018,0.06342601086206624,0.231252,1.0,0.23570700000000006
0.05555778984900001,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.23570700000000006,0.09142592822278382,0.04571296411139191,0.14455708518953353,0.06464789382260501,0.23570700000000006,1.0,0.247453
0.061232987209,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.247453,0.09598196157310783,0.047990980786553915,0.15176080643088935,0.06786949589993116,0.247453,1.0,0.246223
0.060625765729,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.246223,0.09550486971026953,0.04775243485513477,0.15100645796103854,0.06753214100846927,0.246223,1.0,0.246144
0.060586868736,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.246144,0.09547422722477016,0.04773711361238508,0.1509580079373652,0.06751047349918028,0.246144,1.0,0.252796
