y__abs_energy,y__quantile__q_0.9,y__quantile__q_0.8,y__quantile__q_0.7,y__quantile__q_0.6,y__quantile__q_0.4,y__quantile__q_0.3,y__quantile__q_0.2,y__quantile__q_0.1,y__sum_values,y__minimum,y__mean,y__maximum,"y__fft_coefficient__coeff_0__attr_""real""","y__fft_coefficient__coeff_0__attr_""abs""","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10",y__median,y__range_count__max_1__min_-1,y
13.5424,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,1.4273967928820293,0.7136983964410146,2.2569124951634163,1.0093219516908127,3.68,0.0,3.52
12.3904,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,1.3653360627567237,0.6826680313783617,2.15878586493892,0.9654383885738208,3.52,0.0,3.46
11.9716,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,1.3420632889597341,0.6710316444798671,2.1219883786047338,0.9489820524049488,3.46,0.0,3.61
13.0321,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,1.4002452234522078,0.7001226117261039,2.2139820944401993,0.9901228928271288,3.61,0.0,3.65
13.3225,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,1.4157604059835345,0.7078802029917671,2.238513751996323,1.001093783606377,3.65,0.0,3.21
10.3041,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,1.2450933981389438,0.6225466990694719,1.968665518878958,0.8804139850346491,3.21,0.0,2.92
8.526399999999999,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,1.1326083247868275,0.5663041623934137,1.7908110015970584,0.8008750268851014,2.92,0.0,3.23
10.4329,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,1.2528509894046072,0.6264254947023036,1.9809313476570205,0.8858994304242731,3.23,0.0,3.47
12.0409,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,1.3459420845925656,0.6729710422962828,2.128121292993765,0.9517247750997611,3.47,0.0,3.55
12.6025,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,1.3769724496552185,0.6884862248276091,2.1771846081060127,0.9736665566582569,3.55,0.0,3.46
11.9716,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,1.3420632889597341,0.6710316444798671,2.1219883786047338,0.9489820524049488,3.46,0.0,3.54
12.5316,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,1.3730936540223868,0.6865468270111934,2.171051693716982,0.9709238339634448,3.54,0.0,3.62
13.1044,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,1.4041240190850397,0.7020620095425197,2.22011500882923,0.9928656155219407,3.62,0.0,3.72
13.838400000000002,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,1.4429119754133557,0.7214559877066778,2.2814441527195406,1.0202928424700606,3.72,0.0,3.76
14.1376,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,1.458427157944682,0.729213578972341,2.3059758102756645,1.0312637332493084,3.76,0.0,3.67
13.4689,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,1.4235179972491976,0.7117589986245988,2.2507795807743847,1.0065792289960007,3.67,0.0,3.58
12.8164,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,1.3886088365537133,0.6943044182768566,2.195583351273106,0.9818947247426928,3.58,0.0,3.58
12.8164,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,1.3886088365537133,0.6943044182768566,2.195583351273106,0.9818947247426928,3.58,0.0,3.64
13.2496,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,1.4118816103507028,0.7059408051753514,2.232380837607292,0.9983510609115648,3.64,0.0,3.89
15.1321,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,1.5088515011714927,0.7544257505857463,2.385703697333068,1.0669191282818644,3.89,0.0,4.04
16.3216,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,1.5670334356639668,0.7835167178319834,2.477697413168533,1.1080599687040444,4.04,0.0,3.93
15.4449,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,1.5243666837028191,0.7621833418514096,2.410235354889192,1.0778900190611125,3.93,0.0,4.04
16.3216,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,1.5670334356639668,0.7835167178319834,2.477697413168533,1.1080599687040444,4.04,0.0,3.8
14.44,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,1.4739423404760084,0.7369711702380042,2.3305074678317883,1.0422346240285565,3.8,0.0,4.01
16.080099999999998,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,1.5553970487654718,0.7776985243827359,2.45929867000144,1.0998318006196084,4.01,0.0,3.98
15.8404,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,1.5437606618669772,0.7718803309334886,2.4408999268343465,1.0916036325351723,3.98,0.0,3.69
13.6161,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,1.4312755885148607,0.7156377942574303,2.263045409552447,1.0120646743856243,3.69,0.0,4.18
17.472399999999997,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,1.621336574523609,0.8106682872618045,2.5635582146149667,1.1464580864314122,4.18,0.0,4.11
16.892100000000006,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,1.5941850050937882,0.7970925025468941,2.52062781389175,1.1272590275677283,4.11,0.0,4.11
16.892100000000006,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,1.5941850050937882,0.7970925025468941,2.52062781389175,1.1272590275677283,4.11,0.0,4.44
19.713600000000003,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,1.722185260977231,0.8610926304886155,2.723013988729774,1.2177688764965242,4.44,0.0,5.01
25.1001,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,1.943276612048632,0.971638306024316,3.0725901089045418,1.3741040701008074,5.01,0.0,4.96
24.6016,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,1.923882633884474,0.9619413169422372,3.0419255369593863,1.3603904566267475,4.96,0.0,4.97
24.7009,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,1.9277614295173056,0.9638807147586528,3.048058451348418,1.3631331793215595,4.97,0.0,4.92
24.2064,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,1.908367451353148,0.9541837256765738,3.0173938794032633,1.3494195658474994,4.92,0.0,4.74
22.4676,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,1.838549129962179,0.9192745649810896,2.9070014204007046,1.3000505573408838,4.74,0.0,4.87
23.716900000000006,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,1.8889734731889896,0.9444867365944948,2.9867293074581083,1.3357059523734396,4.87,0.0,4.97
24.7009,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,1.9277614295173056,0.9638807147586528,3.048058451348418,1.3631331793215595,4.97,0.0,5.03
25.3009,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,1.9510342033142956,0.9755171016571476,3.0848559376826037,1.3795895154904314,5.03,0.0,4.93
24.3049,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,1.9122462469859791,0.9561231234929896,3.0235267937922936,1.3521622885423117,4.93,0.0,4.77
22.7529,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.8501855168606736,0.9250927584303368,2.9254001635677973,1.3082787254253196,4.77,0.0,5.17
26.7289,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,2.0053373421739376,1.0026686710869688,3.1707167391290385,1.4179876332177992,5.17,0.0,4.77
22.7529,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.8501855168606736,0.9250927584303368,2.9254001635677973,1.3082787254253196,4.77,0.0,4.23
17.892900000000004,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,1.6407305526877674,0.8203652763438837,2.5942227865601226,1.1601716999054723,4.23,0.0,3.97
15.7609,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,1.5398818662341456,0.7699409331170728,2.4347670124453162,1.0888609098403603,3.97,0.0,3.97
15.7609,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,1.5398818662341456,0.7699409331170728,2.4347670124453162,1.0888609098403603,3.97,0.0,3.76
14.1376,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,1.458427157944682,0.729213578972341,2.3059758102756645,1.0312637332493084,3.76,0.0,3.65
13.3225,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,1.4157604059835345,0.7078802029917671,2.238513751996323,1.001093783606377,3.65,0.0,4.05
16.4025,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,1.5709122312967982,0.7854561156483991,2.483830327557564,1.1108026913988562,4.05,0.0,4.14
17.139599999999998,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,1.6058213919922826,0.8029106959961413,2.5390265570588433,1.1354871956521642,4.14,0.0,4.36
19.0096,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,1.691154895914578,0.8455774479572891,2.673950673617526,1.195827094938028,4.36,0.0,3.64
13.2496,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,1.4118816103507028,0.7059408051753514,2.232380837607292,0.9983510609115648,3.64,0.0,3.77
14.2129,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,1.4623059535775136,0.7311529767887568,2.3121087246646947,1.0340064559441209,3.77,0.0,3.77
14.2129,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,1.4623059535775136,0.7311529767887568,2.3121087246646947,1.0340064559441209,3.77,0.0,3.12
9.7344,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,1.2101842374434597,0.6050921187217297,1.913469289377679,0.8557294807813413,3.12,0.0,3.95
15.6025,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,1.5321242749684825,0.7660621374842412,2.422501183667254,1.0833754644507363,3.95,0.0,4.36
19.0096,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36,1.691154895914578,0.8455774479572891,2.673950673617526,1.195827094938028,4.36,0.0,4.35
18.9225,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,1.6872761002817462,0.8436380501408731,2.667817759228494,1.1930843722432158,4.35,0.0,4.44
19.713600000000003,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,1.722185260977231,0.8610926304886155,2.723013988729774,1.2177688764965242,4.44,0.0,4.45
19.8025,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,1.7260640566100625,0.8630320283050312,2.729146903118805,1.2205115991913358,4.45,0.0,4.51
20.3401,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,1.7493368304070518,0.8746684152035259,2.765944389452991,1.236967935360208,4.51,0.0,4.99
24.9001,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.935519020782969,0.9677595103914844,3.0603242801264803,1.3686186247111836,4.99,0.0,5.1
26.01,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,1.9781857727441163,0.9890928863720582,3.1277863384058215,1.3987885743541153,5.1,0.0,4.99
24.9001,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.935519020782969,0.9677595103914844,3.0603242801264803,1.3686186247111836,4.99,0.0,4.68
21.9024,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,1.8152763561651888,0.9076381780825944,2.8702039340665184,1.2835942211720115,4.68,0.0,5.2
27.040000000000006,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,2.0169737290724323,1.0084868645362162,3.189115482296132,1.4262158013022352,5.2,0.0,5.27
27.7729,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,2.0441252985022533,1.0220626492511269,3.2320458830193486,1.4454148601659191,5.27,0.0,5.78
33.4084,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,2.241943875776665,1.1209719378883327,3.5448245168599315,1.5852937176013309,5.78,0.0,5.95
35.4025,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,2.307883401534802,1.153941700767401,3.6490840614734585,1.6319200034131347,5.95,0.0,5.47
29.9209,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,2.1217012111588858,1.0608506055794429,3.3547041707999687,1.500269314062159,5.47,0.0,5.44
29.59360000000001,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,2.110064824260391,1.0550324121301955,3.3363054276328765,1.4920411459777232,5.44,0.0,5.27
27.7729,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,2.0441252985022533,1.0220626492511269,3.2320458830193486,1.4454148601659191,5.27,0.0,5.22
27.2484,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,2.024731320338096,1.0123656601690478,3.201381311074193,1.4317012466918593,5.22,0.0,5.34
28.5156,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,2.0712768679320748,1.0356384339660374,3.274976283742566,1.464613919029603,5.34,0.0,5.28
27.878400000000006,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,2.048004094135085,1.0240020470675426,3.23817879740838,1.4481575828607314,5.28,0.0,5.02
25.200399999999995,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,1.9471554076814637,0.9735777038407316,3.0787230232935734,1.3768467927956194,5.02,0.0,4.63
21.4369,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,1.7958823780010311,0.8979411890005156,2.839539362121364,1.269880607697952,4.63,0.0,4.49
20.160100000000003,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,1.7415792391413891,0.8707896195706945,2.753678560674929,1.2314824899705838,4.49,0.0,4.38
19.1844,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,1.6989124871802412,0.8494562435901206,2.686216502395588,1.2013125403276521,4.38,0.0,4.85
23.5225,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,1.8812158819233264,0.9406079409616632,2.974463478680045,1.3302205069838156,4.85,0.0,4.43
19.6249,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,1.7183064653443991,0.8591532326721996,2.7168810743407428,1.215026153801712,4.43,0.0,4.3
18.49,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,1.6678821221175884,0.8339410610587942,2.63715318728334,1.179370758769156,4.3,0.0,4.57
20.8849,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,1.7726096042040418,0.8863048021020209,2.8027418757871767,1.2534242715290802,4.57,0.0,4.81
23.136099999999995,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,1.865700699392,0.932850349696,2.9499318211239216,1.3192496162045677,4.81,0.0,4.8
23.04,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,1.8618219037591683,0.9309109518795842,2.9437989067348904,1.3165068935097557,4.8,0.0,4.73
22.372900000000005,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,1.8346703343293476,0.9173351671646736,2.900868506011674,1.2973078346460718,4.73,0.0,4.83
23.3289,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,1.8734582906576636,0.9367291453288316,2.9621976499019835,1.3247350615941915,4.83,0.0,5.05
25.5025,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,1.9587917945799584,0.9793958972899792,3.097121766460666,1.3850749608800554,5.05,0.0,5.58
31.1364,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,2.164367963120033,1.0821839815600167,3.4221662290793105,1.530439263705091,5.58,0.0,5.6
31.36,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,2.1721255543856963,1.0860627771928482,3.4344320578573724,1.5359247090947148,5.6,0.0,5.24
27.457600000000006,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,2.032488911603759,1.0162444558018795,3.2136471398522564,1.4371866920814833,5.24,0.0,5.38
28.9444,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,2.086792050463401,1.0433960252317007,3.29950794129869,1.4755848098088509,5.38,0.0,5.64
31.8096,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,2.187640736917023,1.0938203684585115,3.458963715413496,1.5468955998739629,5.64,0.0,5.18
26.8324,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,2.009216137806769,1.0046080689033845,3.176849653518069,1.4207303559126112,5.18,0.0,4.32
18.6624,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,1.6756397133832517,0.8378198566916258,2.649419016061402,1.1848562041587802,4.32,0.0,3.67
13.4689,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,1.4235179972491976,0.7117589986245988,2.2507795807743847,1.0065792289960007,3.67,0.0,3.87
14.9769,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,1.5010939099058296,0.7505469549529148,2.3734378685550057,1.0614336828922406,3.87,0.0,3.54
12.5316,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54,1.3730936540223868,0.6865468270111934,2.171051693716982,0.9709238339634448,3.54,0.0,3.02
9.1204,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,1.1713962811151435,0.5856981405575717,1.8521401454873687,0.8283022538332213,3.02,0.0,2.77
7.6729,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.0744263902943534,0.5372131951471767,1.698817285761593,0.7597341864629215,2.77,0.0,2.74
7.507600000000001,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.0627900033958588,0.5313950016979294,1.6804185425945002,0.7515060183784856,2.74,0.0,2.87
8.2369,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.1132143466226696,0.5566071733113348,1.7601464296519034,0.7871614134110414,2.87,0.0,2.98
8.8804,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,1.1558810985838173,0.5779405492919085,1.8276084879312449,0.8173313630539732,2.98,0.0,2.76
7.617599999999999,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1.0705475946615215,0.5352737973307609,1.692684371372562,0.7569914637681094,2.76,0.0,2.74
7.507600000000001,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,1.0627900033958588,0.5313950016979294,1.6804185425945002,0.7515060183784856,2.74,0.0,2.92
8.526399999999999,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,1.1326083247868275,0.5663041623934137,1.7908110015970584,0.8008750268851014,2.92,0.0,3.52
12.3904,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,1.3653360627567237,0.6826680313783617,2.15878586493892,0.9654383885738208,3.52,0.0,3.65
13.3225,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,1.4157604059835345,0.7078802029917671,2.238513751996323,1.001093783606377,3.65,0.0,3.9
15.21,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,1.5127302968043244,0.7563651484021622,2.3918366117220993,1.0696618509766764,3.9,0.0,3.24
10.497600000000002,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,1.2567297850374388,0.6283648925187194,1.9870642620460512,0.8886421531190851,3.24,0.0,3.26
10.6276,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,1.2644873763031017,0.6322436881515509,1.9993300908241127,0.8941275985087089,3.26,0.0,2.61
6.812099999999999,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.0123656601690478,0.5061828300845239,1.6006906555370968,0.7158506233459296,2.61,0.0,2.83
8.0089,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,1.0976991640913432,0.5488495820456716,1.7356147720957793,0.7761905226317934,2.83,0.0,2.52
6.3504000000000005,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,0.9774564994735634,0.4887282497367817,1.5454944260358177,0.6911661190926217,2.52,0.0,1.97
3.8809,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,0.7641227396678254,0.3820613698339127,1.2081841346391111,0.5403163708779622,1.97,0.0,2.01
4.040099999999999,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,0.7796379221991517,0.3898189610995759,1.2327157921952354,0.5512872616572101,2.01,0.0,2.43
5.9049000000000005,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,0.9425473387780792,0.4712736693890395,1.4902981965345383,0.6664816148393139,2.43,0.0,2.89
8.3521,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.1209719378883327,0.5604859689441664,1.7724122584299655,0.7926468588006654,2.89,0.0,3.05
9.302499999999998,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.1830326680136385,0.5915163340068191,1.8705388886544616,0.8365304219176571,3.05,0.0,2.59
6.708099999999999,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.0046080689033845,0.5023040344516922,1.5884248267590346,0.7103651779563056,2.59,0.0,2.79
7.7841,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,1.0821839815600167,0.5410919907800084,1.7110831145396552,0.7652196318525455,2.79,0.0,3.74
13.987600000000002,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,1.4506695666790188,0.7253347833395094,2.2937099814976025,1.0257782878596846,3.74,0.0,3.92
15.3664,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,1.5204878880699877,0.7602439440349937,2.4041024405001608,1.0751472963663005,3.92,0.0,3.79
14.3641,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,1.4700635448431767,0.7350317724215883,2.3243745534427576,1.0394919013337445,3.79,0.0,4.33
18.7489,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,1.6795185090160831,0.8397592545080416,2.6555519304504327,1.187598926853592,4.33,0.0,4.58
